ID,title,regexp,description 
2167,oipopob,jhkjhk,"hbhj jkjnlk
klnlk "
2168,Check date format YYYYMMDD,((^((1[8-9]\d{2})|([2-9]\d{3}))(10|12|0?[13578])(3[01]|[12][0-9]|0?[1-9])$)|(^((1[8-9]\d{2})|([2-9]\d{3}))(11|0?[469])(30|[12][0-9]|0?[1-9])$)|(^((1[8-9]\d{2})|([2-9]\d{3}))(0?2)(2[0-8]|1[0-9]|0?[1-9])$)|(^([2468][048]00)(0?2)(29)$)|(^([3579][26]00)(0?2)(29)$)|(^([1][89][0][48])(0?2)(29)$)|(^([2-9][0-9][0][48])(0?2)(29)$)|(^([1][89][2468][048])(0?2)(29)$)|(^([2-9][0-9][2468][048])(0?2)(29)$)|(^([1][89][13579][26])(0?2)(29)$)|(^([2-9][0-9][13579][26])(0?2)(29)$)),Check date format YYYYMMDD
2169,Password validation,"(?!^[0-9]*$)(?!^[a-zA-Z]*$)^([a-zA-Z0-9]{8,10})$","Validates a strong password. It must be between 8 and 10 characters, contain at least one digit and one alphabetic character, and must not contain special characters"
2170,css style attribute content,"style=""[^""]*""|'[^']*'","Get the style attribute inner text contained inside "" or ' caracters with the ""style="" prefix."
2171,Simple SELECT statements,"(SELECT\s(?:DISTINCT)?[A-Za-z0-9_\*\)\(,\s\.'\+\|\:=]+?)\s(?:FROM\s[\w\.]+)",This finds the SELECT part of a SQL select statement.  It does not find the entire FROM statement.  That is a different RegEx I will post later.
2172,Developing for Drupal,Write modules for Drupal,"Expression about module, How module action, hook, theme, more and more."
2174,MM/DD/YY Expression ,((0[1-9])|(1[0-2]))\/(([0-9])|([0-2][0-9])|(3[0-1]))/\d{2},Validates dates in the following format: MM/DD/YY
2176,US States and Territories,^((A[LKSZR])|(C[AOT])|(D[EC])|(F[ML])|(G[AU])|(HI)|(I[DLNA])|(K[SY])|(LA)|(M[EHDAINSOT])|(N[EVHJMYCD])|(MP)|(O[HKR])|(P[WAR])|(RI)|(S[CD])|(T[NX])|(UT)|(V[TIA])|(W[AVIY]))$,matches US states and territories in 2 character UPPER case. Reduced from Jason Gaylord's http://regexlib.com/REDetails.aspx?regexp_id=396
2177,US States and DC,^((A[LKZR])|(C[AOT])|(D[EC])|(FL)|(GA)|(HI)|(I[DLNA])|(K[SY])|(LA)|(M[EDAINSOT])|(N[EVHJMYCD])|(O[HKR])|(PA)|(RI)|(S[CD])|(T[NX])|(UT)|(V[TA])|(W[AVIY]))$,The 50 US states and DC (Disctrict of Columbia).
2178,URl Domain names,"^http[s]?://([a-zA-Z0-9\-]+\.)*([a-zA-Z]{3,61}|[a-zA-Z]{1,}\.[a-zA-Z]{2})/.*$","Used for matching a URL and can be used for extracting the domain name from a given URL ending with '/'.

Concat $2 and $3 to get the domain name.

"
2179,Javascript Tokenizer,"(\/\*[\s\S.]+?\*\/|[/]{2,}.*|\/((\\\/)|.??)*\/[gim]{0,3}|'((\\\')|.??)*'|""((\\\"")|.??)*""|-?\d+\.\d+e?-?e?\d*|-?\.\d+e-?\d+|\w+|[\[\]\(\)\{\}:=;""'\-&!|+,.\/*])","Tokenize a Javascript document for parsing

each token is a language-token : string, int, float, comment, multiline comment, operator, expression etc. etc."
2180,Invalid IF STATEMENT finder,if\s[(][A-Za-z]*\s[=]\s,finds if statements with only one = sign.
2181,Specific Top-Level Domain (TLD),^.*(yourdomain.com).*$,"Matches the TLD of a given domain (replace yourdomain.com with whatever domain you're trying to enforce).

I was writing an web application in which I wanted to to display a special message to visitors if and only if they were referred to my site by one specific site.  However, because the specific site in question was highly dynamic, referring URLs were all over the place in terms of consistency and the only thing I knew I could count on 100% was the TLD (subdomains and file paths acceptable, so long as the TLD matches exactly)."
2183,Decimal Pattern,"^(\d{1,8}|(\d{0,8}\.{1}\d{1,2}){1})$",Validates a decimal with up to 8 whole places and up to two decimal places
2184,Simple URL,"^(http(s?):\/\/)(www.)?(\w|-)+(\.(\w|-)+)*((\.[a-zA-Z]{2,3})|\.(aero|coop|info|museum|name))+(\/)?$","Matches simple root website URLs.
Https and some new domains supported."
2185,Validation of Mexican RFC for tax payers (individuals),Validation of Mexican RFC for tax payers (individuals),This is the expression to validate the personal key for tax payers in Mexico (called RFC) as individuals (not for enterprises).
2186,Name or Text,"^[\w\s]+$
^[[A-Z]\s]$",First word and second word should be a single space
2188,New Zealand Phones,"^(((\+?64\s*[-\.]?[3-9]|\(?0[3-9]\)?)\s*[-\.]?\d{3}\s*[-\.]?\d{4})|((\+?64\s*[-\.\(]?2\d{1}[-\.\)]?|\(?02\d{1}\)?)\s*[-\.]?\d{3}\s*[-\.]?\d{3,5})|((\+?64\s*[-\.]?[-\.\(]?800[-\.\)]?|[-\.\(]?0800[-\.\)]?)\s*[-\.]?\d{3}\s*[-\.]?(\d{2}|\d{5})))$","This phone pattern matches all New Zealand phone numbers with formatting and returns a single formatted string as the first return in the array. Does not take into account all specific exclusions, though, in case of changes (like 025 to 027 in 2007). Based off of  CGRdevelopment's New Zealand regex."
2190,Positive number greater than,((?!^[0-4])^(\d+))$,Allows only a positive whole number greater than 4.  Obviously it can be easily changed to be greater than any number desired.
2191,Validate Date Format,\b(0?[1-9]|1[0-2])(\/)(0?[1-9]|1[0-9]|2[0-9]|3[0-1])(\/)(0[0-8])\b ,Matches the valid date format MM/DD/YY Year from 2000 (00) to 2008 (08) and the month will accept till 12 and the day will accept till 31
2192,Validate Date Format,\b(0?[1-9]|1[0-2])(\-)(0?[1-9]|1[0-9]|2[0-9]|3[0-1])(\-)(0[0-8])\b ,Matches the valid date format MM-DD-YY Year from 2000 (00) to 2008 (08) and the month will accept till 12 and the day will accept till 31
2193,Validate Time Format (Railway Time 24 hrs),\b(0[0-9]|1[0-9]|2[0-3])(\:)(0[0-9]|1[0-9]|2[0-9]|3[0-9]|4[0-9]|5[0-9])(\:)(0[0-9]|1[0-9]|2[0-9]|3[0-9]|4[0-9]|5[0-9])\b,It will matches the railway time format that 00:00:00 to 23:59:59
2194,Validate Time format (Standard time 12 hrs),\b(0[0-9]|1[0-1])(\:)(0[0-9]|1[0-9]|2[0-9]|3[0-9]|4[0-9]|5[0-9])(\:)(0[0-9]|1[0-9]|2[0-9]|3[0-9]|4[0-9]|5[0-9])\b,It will matches the Standard time format that 00:00:00 to 11:59:59
2195,"Validate Time format with AM,PM (Standard time 12 hrs) ",\b(0[0-9]|1[0-1])(\:)(0[0-9]|1[0-9]|2[0-9]|3[0-9]|4[0-9]|5[0-9])(\:)(0[0-9]|1[0-9]|2[0-9]|3[0-9]|4[0-9]|5[0-9])\s*(AM|PM|A|P)\b,It will matches the Standard time format that 00:00:00 AM to 11:59:59 PM
2196,"Validate Date format Month Day, CCYY","\b(((J(ANUARY|UNE|ULY))|FEBRUARY|MARCH|(A(PRIL|UGUST))|MAY|(SEPT|NOV|DEC)EMBER|OCTOBER))\s*(0?[1-9]|1[0-9]|2[0-9]|3[0-1])\s*(\,)\s*(200[0-9])\b","VALIDATE THE DATE FORMAT FULL MONTH DAY, CCYY i.e August 30, 2006"
2197,"Validate Date format Month Day, YY","\b(((J(ANUARY|UNE|ULY))|FEBRUARY|MARCH|(A(PRIL|UGUST))|MAY|(SEPT|NOV|DEC)EMBER|OCTOBER))\s*(0?[1-9]|1[0-9]|2[0-9]|3[0-1])\s*(\,)\s*(0[0-9])\b","VALIDATE THE DATE FORMAT FULL MONTH DAY, YY i.e August 30, 06 (2006)"
2198,"Validate Date format Month Day, CCYY","\b((J(AN|UN|UL))|FEB|MAR|(A(PR|UG))|MAY|SEP|NOV|DEC|OCT)\s*(0?[1-9]|1[0-9]|2[0-9]|3[0-1])\s*(\,)\s*(200[0-9])\b","VALIDATE THE DATE FORMAT SHORT MONTH DAY, CCYY i.e Aug 30, 2006
"
2199,"Validate Date format Month Day, YY","\b((J(AN|UN|UL))|FEB|MAR|(A(PR|UG))|MAY|SEP|NOV|DEC|OCT)\s*(0?[1-9]|1[0-9]|2[0-9]|3[0-1])\s*(\,)\s*(0[0-9])\b","VALIDATE THE DATE FORMAT SHORT MONTH DAY, YY i.e Aug 30, 06 (2006)"
2200,US Phone with spaces only,(\+1 )?\d{3} \d{3} \d{4} ,This simple expression validates a USA phone number format where the +1 is required and that the phone number must only consist of numbers and spaces.
2201,"Integers with/without positive/negative sign, miles separator (,) and exponential notation","/^[-+]?[1-9](\d*|((\d{1,2})?,(\d{3},)*(\d{3})))?([eE][-+]\d+)?$/","Integers with optional positive/negative sign, miles separator (,) and exponential notation

Valids integer numbers with optional support for:
1.- positive/negative sign (123 -123 +123 are valid)
2.- miles separator (,) (12345 12,345 +12,345 are valid)
2.- exponential notation (+123E+4 -12,345E-4 are valid)"
2202,"Decimals with optional positive/negative sign, miles separator (,) and exponential notation","/^[-+]?((\d*|((\d{1,3})?,(\d{3},)*(\d{3})))?)(\.\d*)?([eE][-+]\d+)?$/","Valids decimal numbers with optional support for:
1.- Use a positive/negative sign (123.78 -123.09 +0.123 are valid)
2.- Use a miles separator (12345.789 12,345.099 +12,345  are valid)
2.- Use a exponential notation (+0.123E+4 -12.345e-4 are valid)"
2203,Split string by spaces except when within quotes,"\s(?=([^""]*""[^""]*""[^""]*)*$|[^""]*$)","Splits a string by spaces, except when the space is within a quote delimited set of characters. Usefull for splitting search field inputs.
Props to killahbeez"
2205,Combination OF Alpha Characters And Period,^[a-zA-Z]+(\.[a-zA-Z]+)+$,"Regular expression :Finite automata rule
Values should preceed with characters of set [A-Za-z] and followed with period and character set [A-Za-z]"
2206,Remove icon data from Firefox bookmark files,"ICON=[a-zA-Z0-9/\+-;:/-/\""=]*","Remove favicon base64 data from Firefox bookmark HTML files, thereby reducing file size (useful for bookmark backup and transfer)."
2207,Date used for credit cards,^(|(0?[1-9])|(1[0-2]))\/((0[8-9])|(1[0-9]))$,"mm/yy date format for years between '08 and '19. For Credit Cards, date can't be in the past and only out 10 years."
2210,Longitude  regex,(^\+?1[0-7]\d(\.\d+)?$)|(^\+?([1-9])?\d(\.\d+)?$)|(^-180$)|(^-1[1-7]\d(\.\d+)?$)|(^-[1-9]\d(\.\d+)?$)|(^\-\d(\.\d+)?$),"first regex put on site.
longitude must>=-180 & <180."
2211,Latitude ,(^\+?([1-8])?\d(\.\d+)?$)|(^-90$)|(^-(([1-8])?\d(\.\d+)?$)),Latitude must<90 >=-90
2212,time,^((1[01])|(\d)):[0-5]\d(:[0-5]\d)?\s?([apAP][Mm])?$,"validate time
in hh:mm:ss
hh:mm 
hh:mm:ss pm(am,PM,AM)
<12h"
2213,html <td>,^<\s*(td|TD)\s*(\w|\W)*\s*>(\w|\W)*</(td|TD)>$,"match <td ***>***</td> in html,so any other html mark with<sth></sth> is just do a little change to this"
2214,Ip address,^((([1]\d{2})|(22[0-3])|([1-9]\d)|(2[01]\d)|[1-9]).(([1]\d{2})|(2[0-4]\d)|(25[0-5])|([1-9]\d)|\d).(([1]\d{2})|(2[0-4]\d)|(25[0-5])|([1-9]\d)|\d).(([1]\d{2})|(2[0-4]\d)|(25[0-5])|([1-9]\d)|\d))$,"match ip 
address from 1.0.0.0 to 223.255.255.255"
2217,USA Date Format. MM/DD/YYYY,"(((0[13578]|10|12)([/])(0[1-9]|[12][0-9]|3[01])([/])([1-2][0,9][0-9][0-9]))|((0[469]|11)([/])([0][1-9]|[12][0-9]|30)([/])([1-2][0,9][0-9][0-9]))|((02)([/])(0[1-9]|1[0-9]|2[0-8])([/])([1-2][0,9][0-9][0-9]))|((02)([/])(29)(\.|-|\/)([02468][048]00))|((02)([/])(29)([/])([13579][26]00))|((02)([/])(29)([/])([0-9][0-9][0][48]))|((02)([/])(29)([/])([0-9][0-9][2468][048]))|((02)([/])(29)([/])([0-9][0-9][13579][26])))",This is the USA Date Format. MM/DD/YYYY with checking leaf year
2218,,"^[_a-zA-Z0-9-]+(\.[_a-zA-Z0-9-]+)*@(?!co.uk)[a-zA-Z0-9-]+(\.[a-zA-Z0-9-]+)*\.(([0-9]{1,3})|([a-zA-Z]{2,3})|(aero|coop|info|museum|name))$",This regex enable the user to enter all valid email addresses apart from when the user input 'co.uk' immediately after the '@' without stating a domain before it (e.g. 'freeserve.co.uk')
2219,ISO 8601 (W3 subset),^(\d{4}((-)?(0[1-9]|1[0-2])((-)?(0[1-9]|[1-2][0-9]|3[0-1])(T(24:00(:00(\.[0]+)?)?|(([0-1][0-9]|2[0-3])(:)[0-5][0-9])((:)[0-5][0-9](\.[\d]+)?)?)((\+|-)(14:00|(0[0-9]|1[0-3])(:)[0-5][0-9])|Z))?)?)?)$,"Matches all valid date/datetime strings according to the W3's implementation of ISO 8601, outlined here:
http://www.w3.org/TR/NOTE-datetime"
2220,Validate PATH,"/^([0-9a-zA-Z]+|[a-zA-Z]:(\\(\w[\w ]*.*))+|\\(\\(\w[\w ]*.*))+)\.[0-9a-zA-Z]{1,3}$/",Match a path location. This regular expression check the file location and validate a file from one to three character extension description.
2221,Simple Excel Cell Address Parse,"^\$?([A-Za-z]{0,2})\$?([0-9]{0,5}):?\$?([A-Za-z]{0,2})\$?([0-9]{0,5})$","Since MS Excel will be giving you the cell range addresses, this simple regex provides nice match captures.  It may not validate the only possibles that Excel takes, but it is ""good enough"" for a majority of circumstances."
2222,Full Name,"^([a-zA-Z]+[\'\,\.\-]?[a-zA-Z ]*)+[ ]([a-zA-Z]+[\'\,\.\-]?[a-zA-Z ]+)+$","Requires a person's name including at least 2 parts. (first and last) Allows optional extra names. It allows plenty of initials as well as symbols in names. Restricts symbol usage quite a bit, but allows even names with 2 symbols. Requires last name to have at least 2 characters and cannot be an initial. Works well for filtering names on validation."
2223,Email,[a-zA-Z0-9_\\-]+@([a-zA-Z0-9_\\-]+\\.)+(com),Checks Email
2224,HH:MM:SS AM|PM,^(|(0\d)|(1[0-2])):(([0-5]\d)):(([0-5]\d))\s([AP]M)$,This will validate only time.
2225,日期验证,((19|20)[0-9]{2})-(([1-9])|(0[1-9])|(1[0-2]))-((3[0-1])|([0-2][0-9])|([0-9])),Validate the year month and day.
2226,String contains only Asterisk / begins with Asterisk,^[:*:],"This checks whether the string is equals to ""*"" i.e., contains only ""*(Asterisk)"" or begins with Asterisk."
2228,Duration time,"^[0-9]+\.?[0-9]?[0-9]?[0,5]?$",The time should be fractional number and divisible by 0.005
2229,CSS commentary,/\*[^\/]+/,With this regex you can find or replace any CSS commentary in your stylesheets in once. Build for use with dreamweaver. Probably works also fine in any other circumstances.
2231,Match unanchored urls in unstructured text,"\b((?<![""'>])(?:https?://)?(?<![-@>])(?:[a-z0-9](?:[-a-z0-9]*[a-z0-9])\.)+(?:com|org|net|gov|mil|biz|info|name|aero|mobi|jobs|museum|[A-Z]{2})(?:/[-A-Z0-9\/_.]+)?(?:\?[-A-Z0-9&\._%=,]+)?(?!['""<]))\b","Use this regex to match urls (including folder, file and querystring) in unstructured text that are not in anchor tags. Replace with <a href=""$1"">$1</a> to create anchor tags."
2232,Fractions / Fractional Odds,^\d+\/?\d*$,"This simple expression is used to validate fractions or UK odds.
It will match integers, allowing 10/1 to be entered as 10, and fractions.
It will not match negative numbers or fractions, spaces or any alphabetical characters."
2233,0-99,^[0-9]$|[1-9]+[0-9]$,>=0 & <100????
2234,Number with Decimal,"^(\d{1,4}?[.]{0,1}?\d{0,3}?)$",This expression validate the add of numbers with or without decimal
2235,Rapidshare.com Urls,"/rapidshare\.com\/files\/(\d+)\/([^\'^\""^\s^>^<^\\^\/]+)/",matches all rapidshare.com links /files / 8 numbers / filename
2236,Belgium Phone Number,"^0[1-9]\d{7,8}$",matches fixed and mobile phones in ACD format
2238,PHP tags,^([\s]*<\?php[\s]+)(.*?)([\s]+\?>[\s]*)$,"edit: this does not seem to work on php's regex testing, but works on asp and javascript as far as i can tell.
Checks if a string is enclosed in <?php and ?> tags, allows white spacing around the sides. It's not perfect but it suited my tutorial CMS fine because only I edit it and I know how it works, I am working on a fully functional version of this regular expression."
2239,Local file path,^((\.\./|[a-zA-Z0-9_/\-\\])*\.[a-zA-Z0-9]+)$,"A basic regex that matches a file path, windows or linux slash directions both match, apart from ..\"
2240,Defining Rule,3,3
2241,Randal L. Schwartz,^(Randal (?:L\.)? Schwartz|merlyn)$,This regex looks for Randal.
2242,ukrainian phone numbers,^((8|\+38)-?)?(\(?044\)?)?-?\d{3}-?\d{2}-?\d{2}$,ukrainian phone numbers in Kiev
2243,Dutch Currency,"^([\u20AC]?[1-9]\d*\.\d{3}(?:,\d{2})?|[\u20AC]?[1-9]\d*(?:,\d{2})?|[\u20AC]?[1-9]\d*)$","Optional Amount, with optional thousands seperator (using the point) and optional decimal comma. If decimal comma is in string, then 2 trailing digits are required. Also checks for the optional euro sign"
2244,uploaded.to Downloadlink,http://(?:www\.|)uploaded\.to/\?id=[a-z0-9]{6},Downloadlinks of the 1-Click-Hoster uploaded.to
2245,PO Box,\b[P|p]?(OST|ost)?\.?\s*[O|o|0]?(ffice|FFICE)?\.?\s*[B|b][O|o|0]?[X|x]?\.?\s+[#]?(\d+)\b,"Modified version of Chris Myers' regexp for po boxes.  This one won't match the word ""box"" in the address. Only matches if there is a number following the po box. Also accepts a # in front of the number and other spelling variations."
2246,AlphaNumeric,(?!^[0-9]*$)(?!^[a-zA-Z]*$)^([a-zA-Z0-9\s]*)$,This is a good alpha numeric expression.
2247,Starts with http[s],http[s]?://[a-zA-Z0-9.-/]+,Checks to make sure that entry starts with http:// or https://  and that contents are limited to alphas . - /
2248,String ,"^(\w(\s)?(\-(\s)?)?(|,(\s)?)?)+$","This string allows words seperated by single space, no space allowed in beging and allow - and comma(,)"
2250,date validation,^((0[13578]|[13578]|1[02])\/(0[1-9]|[12]\d|3[01])\/(19[0-9]\d|20[0-9]\d|21[0-9]\d))|((0[13456789]|[13456789]|1[012])\/(0[1-9]|[12]\d|30)\/(19[0-9]\d|20[0-9]\d|21[0-9]\d))|((0[2]|[2])\/([1-9]|0[1-9]|[12][0-8])\/(19[0-9]\d|20[0-9]\d|21[0-9]\d))|((0[2]|[2])\/(29)\/((1[6-9]|[2-9]\d)(0[48]|[2468][048]|[13579][26])|((16|[2468][048]|[3579][26])00)))$,"complate date validation 
in mm/dd/yyyy format 

and also it check leap year
"
2251,ciao,www.ilmiosito.it,qqqq
2252,ciao,www.ilmiosito.it,qqqq
2253,ciao,www.ilmiosito.it,qqqq
2254,ciao,www.ilmiosito.it,qqqq
2255,ciao,www.ilmiosito.it,qqqq
2256,ciao,www.ilmiosito.it,qqqq
2257,ciao,www.ilmiosito.it,qqqq
2258,ciao,www.ilmiosito.it,qqqq
2259,GPA Validator,^[0]|[0-3]\.(\d?\d?)|[4].[0]$,Validates student Grade Point Average (GPA) value (based on U.S. Standard 0 thru 4.0 values)
2260,Number input validation,"[+-]*[0-9]+[,]*[0-9]*|[+-]*[0-9]*[,]+[0-9]*","This Regex is usefull to validate if the text typed will still lead to a valid number for a international input.
Replace , with \. to get an american notation"
2264,Sql Server Tips - Removing or Replacing non-alphanumeric characters in strings ,joggee,"Create a table with all bad codes
DECLARE @mycode INT
CREATE TABLE #badcodes(badcode INT)
SET @mycode=33
WHILE @mycode<=255
..................http://blog.joggee.com/?p=52 
"
2265,Integer with commas,"^[-|\+]?[0-9]{1,3}(\,[0-9]{3})*$|^[-|\+]?[0-9]+$",Integer with or without commas.  Signed or unsigned.
2266,32 bit unsigned integer,^(429496729[0-6]|42949672[0-8]\d|4294967[01]\d{2}|429496[0-6]\d{3}|42949[0-5]\d{4}|4294[0-8]\d{5}|429[0-3]\d{6}|42[0-8]\d{7}|4[01]\d{8}|[1-3]\d{9}|[1-9]\d{8}|[1-9]\d{7}|[1-9]\d{6}|[1-9]\d{5}|[1-9]\d{4}|[1-9]\d{3}|[1-9]\d{2}|[1-9]\d|\d)$,Validates a 32bit integer from 0 through 4294967296 without leading zeros. An expansion of the 16 bit version http://regexlib.com/REDetails.aspx?regexp_id=1427
2267,Numbers,"^([0-9]{1}[\d]{0,2}(\,[\d]{3})*(\,[\d]{0,2})?|[0-9]{1}[\d]{0,}(\,[\d]{0,2})?|0(\,[\d]{0,2})?|(\,[\d]{1,2})?)$","Match any number , no characters, no empty sets, and accept zero. "
2268,UK Postcode Validation,^(GIR ?0AA|(?:[A-PR-UWYZ](?:\d|\d{2}|[A-HK-Y]\d|[A-HK-Y]\d\d|\d[A-HJKSTUW]|[A-HK-Y]\d[ABEHMNPRV-Y])) ?\d[ABD-HJLNP-UW-Z]{2})$,"This regex will validate any UK Postcode, including the Girobank postcode and irrespective of whether it contains a space.

It is based on the BS7666 standard detailed in the UK Government Data Standards Catalogue from the Cabinet Office (http://www.govtalk.gov.uk/gdsc/html/frames/Postcode.htm)."
2269,Version information,^(0\.|([1-9]([0-9]+)?)\.){3}(0|([1-9]([0-9]+)?)){1}$,A simple regex to check a version information string of the style 1.0.0.0
2270,sms,^(NAME)(\s?)<?(\w*)(\s*)([0-9]*)>?$,asas
2271,"Numeric including commas, decimal, negative, and currency","^((\$?\-?)|(\-?\$?))([0-9]{1,3},([0-9]{3},)*[0-9]{3}|[0-9]+)?(\.[0-9]*)?$","Matches any number which includes the US currency symbol ($), a negative sign (-), comma separators, and a decimal.  It matches an unlimited number of decimal places.  It does NOT reject an empty string passed to it.  Credit goes to Al Kahler for posting the original expression from http://regxlib.com/REDetails.aspx?regexp_id=70 along with a fix for the decimal place."
2272,gfhgfh,gfhgffgh,gfhgfhfgh
2273,Validate MS DOS 8.3 Directory or File name (without extension),[^ _0-9a-zA-Z\$\%\'\-\@\{\}\~\!\#\(\)\&\^],"Use this regular expression to find any invalid characters within a DOS 8.3 Directory or Folder name.

Reference: http://support.microsoft.com/?id=120138"
2274,Phone,"Extn 7859 , 24767859(D)",Phone
2275,Match a software version major.minor.maintenance.build ,^(\d+?)\.(\d+?)\.(\d+?)\.(\d+?)$,"Matches a program version with major, minor, maintenance and build number in digits. "
2276,ICD-10 Code (World Health Organization),"^[A-Z]\d{2}(\.\d){0,1}$",This expression matches ICD-10 code
2278,Indian Date Validator,(((0*[1-9]|[12][0-9]|3[01])([-./])(0*[13578]|10|12)([-./])(\d{4}))|((0*[1-9]|[12][0-9]|30)([-./])(0*[469]|11)([-./])(\d{4}))|((0*[1-9]|1[0-9]|2[0-8])([-./])(02|2)([-./])(\d{4}))|((29)(\.|-|\/)(02|2)([-./])([02468][048]00))|((29)([-./])(02|2)([-./])([13579][26]00))|((29)([-./])(02|2)([-./])([0-9][0-9][0][48]))|((29)([-./])(02|2)([-./])([0-9][0-9][2468][048]))|((29)([-./])(02|2)([-./])([0-9][0-9][13579][26]))),Date in DD/MM/YYYY or D/M/YYYY format.
2279,Name,[-'a-zA-Z],"Best For First Name or Middle Name or Last Name

This Expression Allows only alphabets with apostrophe (').
"
2280,Any word but xx and yy,(?!\b(xx|yy)\b)\b[\w]+\b,Matches any word except these from alternation (xx|yy|...). Works in JavaScript
2281,C++/C# identifier,^[a-zA-Z_]{1}[a-zA-Z0-9_]*$,This expression validates for valid C# or C++ identifier
2282,Folder Path Validation (local + netowork) for windows,"^(((\\\\([^\\/:\*\?""\|<>\. ]+))|([a-zA-Z]:\\))(([^\\/:\*\?""\|<>\. ]*)([\\]*))*)$","I'm very new to reg exp
I've given a try ...

for C#
@""^(((\\\\([^\\/:\*\?""""\|<>\. ]+))|([a-zA-Z]:\\))(([^\\/:\*\?""""\|<>\. ]*)([\\]*))*)$""

It worked for me ...
Make neccessary changes as required"
2283,Percent 0.00-100.00,"^100$|^100.00$|^\d{0,2}(\.\d{1,2})? *%?$",Allows percent values from 0 to 100 without the % sign.  Can be used with up to 2 decimal places or without any.  Also works in ASP.NET regular expression validator control.
2285,Windows Drive Letter & UNC Path,"^((\\\\[a-zA-Z0-9-]+\\[a-zA-Z0-9`~!@#$%^&(){}'._-]+([ ]+[a-zA-Z0-9`~!@#$%^&(){}'._-]+)*)|([a-zA-Z]:))(\\[^ \\/:*?""""<>|]+([ ]+[^ \\/:*?""""<>|]+)*)*\\?$","This expression was written for C#, and as such you should just be able to drop it in.
It matches Windows paths, be they the drive letter version or the UNC version. It was not written to specifically match filenames, but it will in most cases anyway.
Be aware that Windows has a maximum path+filename length (260 chars on XP) and this regular expression does not check for this. 
This has been tested against large datasets."
2286,Windows Filename,"^[^ \\/:*?""""<>|]+([ ]+[^ \\/:*?""""<>|]+)*$","This was written for C# and so you should just be able to drop it into your C# program.
Although you can create files with leading and trailing spaces through non-GUI means, the Windows GUI itself eats those spaces if you try to rename the file. For this reason I made the decision to consider file names with leading and trailing spaces invalid.
This has been tested against large data sets."
2287,Mysql Date Validator - Brazilian format,^([1-9]|0[1-9]|[12][0-9]|3[01])(-|/)(([1-9]|0[1-9])|(1[0-2]))(-|/)(([0-9][0-9])|([0-9][0-9][0-9][0-9]))$,"Brazilian format for date validating in MySql UDF.

Formato brasileiro para valida&#231;&#227;o de data em MySql UDF.

*** Formatos aceit&#225;veis:
dd/mm/yyyy
dd-mm-yyyy
dd-mm-yy
d-m-yy
"
2288,Bible Verse Search/Validator,"(?:(?:[123]|I{1,3})\s*)?(?:[A-Z][a-zA-Z]+|Song of Songs|Song of Solomon).?\s*(?:1?[0-9]?[0-9]):\s*\d{1,3}(?:[,-]\s*\d{1,3})*(?:;\s*(?:(?:[123]|I{1,3})\s*)?(?:[A-Z][a-zA-Z]+|Song of Songs|Song of Solomon)?.?\s*(?:1?[0-9]?[0-9]):\s*\d{1,3}(?:[,-]\s*\d{1,3})*)*",This RE locates and/or validates standard Bible verse notation.
2289,Strip HTML tags with exceptions,<\/*?(?![^>]*?\b(?:a|img)\b)[^>]*?>,This regex will match all HTML tags except 'a' tags or 'img' tags. You can edit the list of exclusions as you see fit. I use this regex to strip all HTML tags from source data except anchor tags and image tags.
2290,Strip HTML tags and content between,<(script|style)[^>]*?>(?:.|\n)*?</\s*\1\s*>,This regular expression will match only <script> and <style> tags and all content between them. Use this with regex.replace to strip script blocks and style blocks from HTML source.
2291,Days of the Year,^[1-9]{1}$|^[1-9]{1}[0-9]{1}$|^[1-3]{1}[0-6]{1}[0-5]{1}$|^365$,This expression allows you to select 1-365 as a numeric value for the days of the year.  Must be between 1 and 365 and must be numeric
2292,c++ function finder,"^.*[_A-Za-z0-9]+[\t ]+[\*&]?[\t ]*[_A-Za-z0-9](::)?[_A-Za-z0-9:]+[\t ]*\(( *[ \[\]\*&A-Za-z0-9_]+ *,? *)*\).*$",This (while not perfect) locates c++ function declarations.  Useful for working with large source files
2293,Social Security Number,^(\d{3}-\d{2}-\d{4})|(\d{3}\d{2}\d{4})$,This will accept SSN in the form of 123-45-6789 OR 123456789.
2296,Non localised currency format,^(\d?)*(\.\d{1}|\.\d{2})?$,Expression to validate currency formatted numbers without the currency symbol
2297,U.S. social security number,(\d{3}\-\d{2}\-\d{4}),pattern match for U.S. social security number
2298,Valid Usernames,^([a-zA-Z])[a-zA-Z_-]*[\w_-]*[\S]$|^([a-zA-Z])[0-9_-]*[\S]$|^[a-zA-Z]*[\S]$,"Will verify if the text is is in a valid user name format like: is alphanumeric, starts with an alphabet and contains no special characters other than underscore or dash."
2299,Single or Multiple Phone Numbers,"^([0-9]{12},)+[0-9]{12}$|^([0-9]{12})$",Verifies if it is a 12 digit phone number or a list of comma separated 12 digit phone numbers.
2300,Address/Phone,"^(\+{1}|00)\s{0,1}([0-9]{3}|[0-9]{2})\s{0,1}\-{0,1}\s{0,1}([0-9]{2}|[1-9]{1})\s{0,1}\-{0,1}\s{0,1}([0-9]{8}|[0-9]{7})","Gulf Area and Middle East Phone Number, must include the country code which consists of 2 or 3 digits and prefixed with '+' or '00', Area code consists of 1 or 2 digits and finally phone number consists of 7 or 8 digits, you can separate between different section using space or '-'"
